Ticker_Symbol,Security,GICS_Sector,GICS_Sub_Industry,Current_Price,Price_Change,Volatility,ROE,Cash_Ratio,Net_Cash_Flow,Net_Income,Earnings_Per_Share,Estimated_Shares_Outstanding,P/E_Ratio,P/B_Ratio,Cluster
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,356.17999267578125,19.732031330786995,25.368729131776583,38.884997,33.39299030574198,27921750016.0,160207994880.0,13.11,5499638298.0,27.168573,9.01402,2
AMZN,Amazon,Consumer Discretionary,Broadline Retail,242.6699981689453,14.042015990213264,15.561554656191593,24.285,39.46968522251512,9806624768.0,90797998080.0,7.67,10757109436.0,31.638851,5.9053855,2
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,45.0,14.91990517642644,1.9701700261450037,8.737001,8.305421812853256,149500000.0,678000000.0,1.25,462345690.0,36.0,1.7849351,1
AEE,Ameren,Utilities,Multi-Utilities,115.0199966430664,3.940018576401241,2.5590002623284884,11.7469996,0.0405806149523958,-1869374976.0,1524000000.0,5.56,276751616.0,20.68705,2.3477302,1
AEP,American Electric Power,Utilities,Electric Utilities,138.50999450683594,5.406406231820007,3.5092588048541837,12.585,0.4237992354994183,-6953449984.0,3654000128.0,6.76,544105032.0,20.489643,2.3687856,1
AMT,American Tower,Real Estate,Telecom Tower REITs,166.02999877929688,-3.8891747329909374,6.403604781061998,29.952,3.710066854076392,4614362624.0,2900300032.0,6.19,465893069.0,26.822294,21.964546,3
AWK,American Water Works,Utilities,Water Utilities,136.86000061035156,-0.0514716271987711,4.312705719257417,10.217,0.6812869859266996,-1896625024.0,1102000000.0,5.64,195280521.0,24.265959,2.4214866,1
AME,Ametek,Industrials,Electrical Components & Equipment,234.6199951171875,7.577948951594577,5.490781562396271,14.626999,18.269983470647684,1385356544.0,1527741056.0,6.62,229203002.0,35.441086,4.924853,1
AMGN,Amgen,Health Care,Biotechnology,374.1499938964844,10.043305919774186,10.677619011377008,101.318,20.62749533062595,7436624896.0,7800000000.0,14.37,539708274.0,26.036882,21.972633,3
APH,Amphenol,Information Technology,Electronic Components,164.58999633789062,30.31726699528981,13.634512934350154,36.825,21.64928989490025,3563725056.0,4465500160.0,3.47,1230234445.0,47.432274,14.475813,2
ADI,Analog Devices,Information Technology,Semiconductors,377.1600036621094,15.212616244793944,27.313785621042857,9.639,24.993612922050986,3868954624.0,3313432064.0,6.71,487087040.0,56.208645,5.4445453,2
AON,Aon plc,Financials,Insurance Brokers,357.4599914550781,9.882260653981149,8.754461918224491,46.447,6.965468306527909,3341625088.0,3942000128.0,18.23,213576949.0,19.608337,7.7642865,3
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,32.36000061035156,-24.27568535888393,2.558359212192628,26.217,3.5775335775335773,1691250048.0,1532999936.0,4.29,353470227.0,7.5431237,1.7715975,1
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",308.6300048828125,19.336467120954165,17.30724414132805,141.47099,35.068872643324354,101090746368.0,122575003648.0,8.27,14687356000.0,37.319225,42.511017,2
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,603.0399780273438,71.22956455656934,93.39050501033596,39.692003,85.39097438677328,3040375040.0,8508000256.0,10.61,793959430.0,56.836945,20.025236,3
APP,AppLovin,Information Technology,Application Software,527.0599975585938,27.71639209867735,52.1858307448547,266.444,71.65677015148681,3180097280.0,3914972928.0,11.49,305732000.0,45.871193,74.99431,3
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,58.88999938964844,-2.435389671700938,5.0806187762083805,4.0799998,29.9001130795326,1091124992.0,365000000.0,1.68,211620527.0,35.053574,1.3544158,1
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,76.79000091552734,5.337001893760012,4.659940429020916,4.7659997,6.146006655574043,1578499968.0,1080999936.0,2.24,481956527.0,34.28125,1.6230898,1
ARES,Ares Management,Financials,Asset Management & Custody Banks,116.9000015258789,14.828003993791532,8.436253887379193,14.182,11.633268946923844,1757137152.0,561673024.0,2.17,222028421.0,53.870968,10.273311,1
ANET,Arista Networks,Information Technology,Communications Equipment,159.99000549316406,26.724756826268564,12.46579956830271,31.520998,173.33623314484558,4362237440.0,3720499968.0,2.91,1259169438.0,54.97938,14.93698,0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,252.44000244140625,15.510676069369907,10.970024385738386,7.007,9.438877755511022,1080225024.0,1612000000.0,6.18,256942000.0,40.847897,2.7277248,1
T,AT&T,Communication Services,Integrated Telecommunication Services,20.57999992370605,-26.569943596886542,1.7630710786525636,18.370001,4.920520676962306,8849000448.0,21325000704.0,2.97,6948338835.0,6.9292927,1.3070816,2
ATO,Atmos Energy,Utilities,Gas Utilities,176.8699951171875,-5.292401545408508,7.294210063595527,9.6,0.8843620026176113,-2210371840.0,1345771008.0,8.12,166919822.0,21.782019,1.98025,1
ADSK,Autodesk,Information Technology,Application Software,207.47999572753903,-12.720850301985632,19.11422184094531,50.396,76.24892948900943,3060999936.0,1463000064.0,6.85,211145251.0,30.289051,13.727669,3
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,242.27000427246097,19.46172499904069,12.455042834993884,71.208,52.79994766452963,4749387264.0,4345600000.0,10.71,399734282.0,22.620914,15.284209,3
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,193.9600067138672,17.600121232631672,7.059089487299818,9.719,1.3752515970449637,1392035584.0,1138256000.0,8.07,141872069.0,24.034698,2.3448908,1
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,166.97000122070312,-0.7735234677224906,5.202893339422999,30.857,6.577454620462047,809049984.0,689800000.0,8.88,76490385.0,18.802927,5.564183,1
AXON,Axon Enterprise,Industrials,Aerospace & Defense,597.0399780273438,44.53723762101346,51.71884944761372,6.765000000000001,19.743301501996825,62617500.0,205988000.0,2.51,80602077.0,237.86453,13.611472,0
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,52.77999877929688,-12.757010041170034,3.8485461233782674,17.183999999999997,82.05413216250764,3151249920.0,3116000000.0,3.13,992068697.0,16.86262,2.7102802,1
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",63.38999938964844,6.127573874873458,3.386859059252959,16.785999,8.496275605214153,403500000.0,936000000.0,3.43,266246511.0,18.481049,3.012976,1
BDX,Becton Dickinson,Health Care,Health Care Equipment,158.0800018310547,2.4944809915991564,4.766783537972892,6.672000000000001,4.4687517176936185,4531250176.0,1647000064.0,5.72,275540427.0,27.636366,1.8048959,1
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,77.98999786376953,23.096343014548165,7.809789689811757,39.104,43.61596009975062,1143750016.0,1143000064.0,5.4,210767126.0,14.442592,5.330098,1
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,70.83000183105469,31.897971839750404,6.825983935921966,5.3400002,67.24558440351389,299849376.0,109499000.0,0.7,155810652.0,101.18572,5.490272,0
BIIB,Biogen,Health Care,Biotechnology,216.1199951171875,25.403272432164613,10.294160500645525,7.7010006,43.18799872326843,1930925056.0,1371900032.0,9.29,147637117.0,23.263723,1.7102567,1
BLK,BlackRock,Financials,Asset Management & Custody Banks,995.72998046875,4.370512491611162,36.51937165010876,11.8990004,9.388117225062963,7082375168.0,6255000064.0,39.73,154995389.0,25.062422,2.7289994,2
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,78.83000183105469,29.911010933747107,4.050503753542695,3.743,201.9509642166236,-794561728.0,807083008.0,1.28,535195000.0,61.58594,2.1375308,0
BA,Boeing,Industrials,Aerospace & Defense,226.4900054931641,6.6839388777336906,7.122227275944517,169.947,17.728578671624135,2554249984.0,1922000000.0,2.54,788302331.0,89.1693,29.836649,3
BSX,Boston Scientific,Health Care,Health Care Equipment,45.13999938964844,-27.87985416264287,6.938932905714114,14.661,10.624451594033344,2807124992.0,3564999936.0,2.39,1486355179.0,18.887028,2.5939546,2
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,58.130001068115234,-0.9165899027120504,1.5207476345696491,38.731998,20.27702473737716,9851750400.0,7274999808.0,3.57,2042071247.0,16.282913,5.9147334,2
AVGO,Broadcom,Information Technology,Semiconductors,360.4500122070313,14.817447057493464,30.417689637337453,37.280998,27.03395082983265,27212249088.0,29316999168.0,6.02,4757580198.0,59.875416,19.557787,2
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,143.9499969482422,-10.804133154460798,7.45934423566305,42.314,7.519056664282014,1187662464.0,1100400000.0,9.36,115658297.0,15.379273,5.9085493,1
BRO,Brown & Brown,Financials,Insurance Brokers,70.0,5.540003570514909,4.49027540102416,11.926,11.435412153688292,1522499968.0,1136999936.0,3.07,338947841.0,22.801304,1.8627425,1
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,26.15999984741211,-1.2792961805234653,1.3453017958485878,17.846,11.65783497350492,739625024.0,715000000.0,1.53,290383416.0,17.09804,2.9849384,1
BLDR,Builders FirstSource,Industrials,Building Products,84.69000244140625,3.204978017376351,6.498754831577466,6.958,1.779298390992598,640900096.0,291480992.0,2.62,107559876.0,32.32443,2.2740455,1
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,106.45999908447266,-16.634121298662645,6.314807150267127,4.933,6.375864427388099,-6827500032.0,686000000.0,3.8,194018115.0,28.015789,1.2873036,1
BXP,"BXP, Inc.",Real Estate,Office REITs,69.31999969482422,34.97323608708072,4.275269196451075,5.525,3.212655928304775,941118656.0,317199008.0,1.99,159477391.0,34.83417,2.1349595,1
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,189.8500061035156,12.715333947671573,9.001334488219944,34.838,9.76657837913886,642142272.0,599011968.0,4.94,117873042.0,38.431175,13.163004,1
CDNS,Cadence Design Systems,Information Technology,Application Software,373.1400146484375,33.55524359665024,36.88922133409919,20.656,41.68667279321879,1499152256.0,1170968960.0,4.29,275816000.0,86.97903,15.685402,0
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,117.25,17.048563808149687,4.980815325588846,9.064999,0.901448845702774,688079616.0,387255008.0,3.58,99090596.0,32.751396,3.0258844,1
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",27.90999984741211,8.128408229118566,1.6052320853143869,26.689,8.690093371043353,1899374976.0,3068999936.0,2.22,1369649119.0,12.572072,2.9528143,1
CARR,Carrier Global,Industrials,Building Products,70.06999969482422,26.496811759961396,4.6533978243195655,9.907,9.263513513513514,849750016.0,1282000000.0,1.5,830580423.0,46.713333,4.330655,1
CVNA,Carvana,Consumer Discretionary,Automotive Retail,68.5999984741211,8.253116033437143,5.946484670748125,60.172004,32.6646787747357,196750000.0,1440999936.0,1.73,716288385.0,39.65318,13.184701,1
CASY,Casey's,Consumer Staples,Food Retail,797.4199829101562,6.713722242233707,50.08164756604127,19.153,14.392676395879716,550939648.0,714448000.0,19.14,37004914.0,41.662487,7.446955,3
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,963.530029296875,33.8478738364548,78.11688065005553,51.331,9.934615009271006,3776624896.0,9429999616.0,20.04,460591983.0,48.080338,23.784405,3
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,248.9900054931641,-15.722528956968612,37.41921995996508,25.14,177.34939759036143,1003075008.0,1229500032.0,11.7,104653784.0,21.281197,4.850203,1
CBRE,CBRE Group,Real Estate,Real Estate Services,141.5800018310547,3.95770562671618,7.741216272796479,15.597,18.265642151481888,1094499968.0,1312000000.0,4.37,292816579.0,32.39817,4.8662953,1
CDW,CDW Corporation,Information Technology,Technology Distributors,133.3699951171875,8.658622567894577,12.778846880009665,44.157,9.333010726671509,884099968.0,1077100032.0,8.22,127753451.0,16.22506,6.6805243,1
COR,Cencora,Health Care,Health Care Distributors,296.510009765625,-7.404996640633563,22.67487860149497,107.13401,9.922541575821944,-318246112.0,2548677120.0,13.05,194561060.0,22.721073,16.979328,3
CNP,CenterPoint Energy,Utilities,Multi-Utilities,44.61000061035156,2.900286212397281,0.8305893628019266,9.561,2.056249195520659,-4945375232.0,1071000000.0,1.63,654169480.0,27.3681,2.5488515,1
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,110.54000091552734,-15.260874895104717,8.073234581918694,27.3,37.8568780126066,1076375040.0,1758000000.0,11.1,153629274.0,9.958558,3.178629,1
CHTR,Charter Communications,Communication Services,Cable & Satellite,137.1999969482422,-37.63069387537666,37.633511401938165,27.504998000000004,0.4265711763298377,2403624960.0,4933000192.0,36.96,141178369.0,3.7121212,1.0298135,2
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,169.1999969482422,-14.135705604797195,7.409802542512609,6.638,5.431410962817844,11776499712.0,11009000448.0,5.74,1991597732.0,29.477352,1.8211956,2
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,35.38999938964844,5.641789222831157,1.7650346930812306,49.231997,4.781406648907349,1087909760.0,1451986048.0,1.09,1282734000.0,32.467888,18.915018,1
CHD,Church & Dwight,Consumer Staples,Household Products,98.5999984741211,6.219159953227633,1.920777893460993,16.779,14.77502861671216,1128824960.0,733000000.0,3.04,236943602.0,32.43421,5.5797634,1
CIEN,Ciena,Information Technology,Communications Equipment,422.4599914550781,-2.717270309305128,54.17104145497552,15.464,56.8422472442992,700927872.0,438300000.0,3.0,141552922.0,140.81999,20.682463,0
CI,Cigna,Health Care,Health Care Services,287.7699890136719,4.9866869002772845,7.821055656219359,16.268998,12.092479989006836,6923375104.0,6288000000.0,23.6,264532404.0,12.193644,1.8039291,2
CTAS,Cintas,Industrials,Diversified Support Services,181.3699951171875,5.925295184676731,4.2514434653842486,41.303003,5.049117581238859,1508147456.0,1930966016.0,4.73,400136881.0,38.34461,15.150781,3
CSCO,Cisco,Information Technology,Communications Equipment,112.69000244140624,40.09199281600147,16.149231204005737,25.229000000000003,19.069028645272457,9288375296.0,11957999616.0,3.0,3941434665.0,37.563335,9.087171,2
CLX,Clorox,Consumer Staples,Household Products,97.26000213623048,-6.10543656263336,4.766650007010557,546.0989999999999,37.2216995923487,62750000.0,756000000.0,6.15,120921351.0,15.814634,-175.55957,1
CME,CME Group,Financials,Financial Exchanges & Data,236.6000061035156,-22.926162038686098,23.80034492241483,15.919,25.49933351106371,3030237440.0,4244800000.0,11.71,361319613.0,20.204954,3.2158537,2
CMS,CMS Energy,Utilities,Multi-Utilities,77.7300033569336,0.0047409907433873,2.293095124195225,10.3719994,0.6568575932737782,-2161625088.0,1096999936.0,3.61,308919602.0,21.531858,2.5980146,1
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,84.13999938964844,9.664899708167454,2.4203977401165973,43.372002,22.934605791128945,3124250112.0,13701000192.0,3.18,4302482418.0,26.459118,10.765098,2
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,41.9900016784668,-32.17949291427345,6.225436878104249,14.876,78.66108786610879,1908875008.0,2228999936.0,4.61,473000000.0,9.10846,1.3208972,1
COHR,Coherent Corp.,Information Technology,Electronic Components,333.3599853515625,31.64836258768139,40.13798074184859,4.718,38.309147336269184,-197631744.0,400608992.0,2.1,195639321.0,158.74286,6.1053824,0
COIN,Coinbase,Financials,Financial Exchanges & Data,165.47999572753906,-5.326390477830844,19.169119975821644,6.686,165.2012058933562,2407562752.0,800601984.0,2.71,222426875.0,61.06273,3.2334838,0
CL,Colgate-Palmolive,Consumer Staples,Household Products,95.12999725341795,13.23934137638038,3.1655271570122667,363.57698,13.10107948969578,3319500032.0,2088000000.0,2.58,800189310.0,36.872093,525.58014,3
CMCSA,Comcast,Communication Services,Cable & Satellite,23.790000915527344,-12.819439999222752,2.1299605258444503,20.918,6.853221767013623,4013125120.0,18797000704.0,5.1,3562784182.0,4.664706,0.96397746,2
FIX,Comfort Systems USA,Industrials,Construction & Engineering,1741.300048828125,21.46953586007807,148.16912241751135,53.294,213.22910427305305,1099853568.0,1223646976.0,34.65,35183967.0,50.253967,94.86789,3
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,104.7300033569336,-19.85086619774724,6.41413284212846,11.2840004,12.88872318961358,5289124864.0,7297999872.0,5.9,1218294007.0,17.750847,1.9768957,2
ED,Consolidated Edison,Utilities,Multi-Utilities,113.98999786376952,0.29213869610326,2.647908065592143,8.732,0.3351649604414145,-833249984.0,2156000000.0,5.93,368529705.0,19.222597,1.6388705,1
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,137.47000122070312,-10.8616454123039,8.092882136324706,23.69,0.9442907555303572,2210487552.0,1824400000.0,10.5,170752511.0,13.0923815,2.9385862,1
CEG,Constellation Energy,Utilities,Electric Utilities,239.25,-12.915497726398218,21.3827978263498,16.104999,1.6039778651054617,-4478875136.0,3791000064.0,11.51,357102017.0,20.786272,2.5892017,1
COO,Cooper Companies (The),Health Care,Health Care Supplies,74.19999694824219,5.5626632263296925,4.356754118926815,2.853,5.6920237851138,424275008.0,235800000.0,1.18,195030630.0,62.881355,1.755299,1
CPRT,Copart,Industrials,Diversified Support Services,30.01000022888184,-8.61753931351015,1.6100990308655032,17.607,1946.3256969106144,999977152.0,1553201024.0,1.61,925811482.0,18.639751,3.1666138,1
GLW,Corning Inc.,Information Technology,Electronic Components,196.7899932861328,34.53351083605283,22.35027493815913,16.74,13.512473052048044,612000000.0,1810000000.0,2.09,860637825.0,94.1579,15.110957,0
CPAY,Corpay,Financials,Transaction & Payment Processing Services,352.4599914550781,18.18394476444428,19.30865020591425,32.124,32.47322616417207,2095142784.0,1172201984.0,16.71,65361919.0,21.09276,6.640666,3
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,85.80000305175781,1.8397662335404303,2.7467755279761925,5.1370002,31.383828699264942,2576124928.0,1252000000.0,1.85,668820000.0,46.37838,2.3598008,1
CSGP,CoStar Group,Real Estate,Real Estate Services,30.0,-27.149102045466968,3.163221708283725,0.303,84.6100278551532,202200000.0,25000000.0,0.07,408355715.0,428.57144,1.5434481,1
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,951.6699829101562,-6.430620059370814,35.10107239055843,29.152,175.49092256391256,6954375168.0,8837999616.0,19.89,443478804.0,47.846657,25.528997,3
CRH,CRH plc,Materials,Construction Materials,107.52999877929688,1.4963361594828315,5.323710588322224,15.812,13.839648028704454,786124992.0,3648000000.0,5.39,668200216.0,19.949907,3.114645,1
CSX,CSX Corporation,Industrials,Rail Transportation,48.88999938964844,18.225336797133565,1.8284104138301056,23.684,3.514400291651477,1129874944.0,3049999872.0,1.63,1858138856.0,29.993864,6.690844,1
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,661.7000122070312,20.25187100243492,38.20879386916811,21.993999,23.96845772969008,1688625024.0,2672999936.0,19.26,137989067.0,34.35618,7.392718,3
CVS,CVS Health,Health Care,Health Care Services,104.72000122070312,44.15822908116834,9.881954897576795,3.7520003,10.729666820343862,5201625088.0,2932000000.0,2.28,1275927307.0,45.929825,1.7210946,2
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,197.92999267578125,3.2378863688765094,9.92806238473692,7.08,24.65084100834522,4568500224.0,3675000064.0,5.17,707770627.0,38.284332,2.6454864,2
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,204.32000732421875,4.742829568195164,6.451093882763992,53.718,2.9401333088729897,1075412480.0,1213699968.0,10.44,114535003.0,19.570883,10.579403,3
DDOG,Datadog,Information Technology,Application Software,260.3599853515625,123.48496596700645,52.54435990299026,3.9300002,32.59914656235593,936726528.0,135672992.0,0.39,330825798.0,667.5897,23.229834,0
DVA,DaVita,Health Care,Health Care Services,234.91000366210932,56.481489010662855,26.571474181330498,80.981004,4.742751259962279,999662976.0,756416000.0,10.38,64185000.0,22.631021,-20.579063,1
DECK,Deckers Brands,Consumer Discretionary,Footwear,104.69000244140624,3.0007901122325675,5.823719101800921,40.859002,496.6108844352211,858725120.0,1024070976.0,7.02,138880957.0,14.913106,5.862687,1
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,621.27001953125,8.310055122859152,24.588940351846684,18.349001,17.31122985283812,1098749952.0,4783000064.0,17.64,269937425.0,35.21939,6.119259,3
DAL,Delta Air Lines,Industrials,Passenger Airlines,92.75,39.25737589072498,8.319572438310228,24.99,16.114938129863503,3093374976.0,4476000256.0,6.85,656994340.0,13.540146,2.974377,2
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,40.470001220703125,-17.90966693385375,2.6695160430586644,15.178001,14.659559001696149,1600499968.0,2268000000.0,3.59,1153403107.0,11.272981,1.6289648,1
DXCM,Dexcom,Health Care,Health Care Equipment,71.25,12.719508039832176,5.725306611787458,35.624,76.97920969296433,1056637504.0,930400000.0,2.33,385872977.0,30.579401,9.299138,1
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,172.0399932861328,-10.95577978837214,9.151691502441109,0.47400002,0.7690947666195191,1397250048.0,279000000.0,0.98,281313297.0,175.55101,1.3269265,1
DLR,Digital Realty,Real Estate,Data Center REITs,173.3000030517578,-4.1400912887284775,6.583022760677433,5.688,12.38005287040506,3278001664.0,1337165056.0,3.78,357665753.0,45.84656,2.6712086,1
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,118.16999816894533,-5.023314047681813,6.941356716818068,18.91,8.666384856549044,1882562304.0,1564509952.0,7.07,220586647.0,16.714285,2.9476178,1
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,124.0500030517578,11.666223009359108,9.93876544523728,33.976,14.122875890303405,1443624960.0,1259100032.0,6.23,192174588.0,19.911718,6.840741,1
D,Dominion Energy,Utilities,Multi-Utilities,69.75,13.224716633915207,2.925282485461636,9.787,0.4788801571709233,-9948250112.0,2924000000.0,3.39,879512484.0,20.57522,2.1775098,1
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,192.0099945068359,23.82149057708074,11.451242922039848,9.922,131.65467625899282,2295624960.0,926000000.0,2.11,411336610.0,91.0,8.208362,0
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,213.7100067138672,3.2553637581218773,6.021695552732753,14.998001,46.78257866685054,840764352.0,1096936960.0,7.99,134661414.0,26.747185,3.842323,1
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,158.57000732421875,12.228199829282538,8.15187371515698,13.084,22.74981021066616,2875425024.0,3172600064.0,10.66,283579613.0,14.875236,1.9124405,1
DTE,DTE Energy,Utilities,Multi-Utilities,154.05999755859375,5.157450651964203,3.840974002358603,10.423,0.6235263295782028,-2188124928.0,1262000000.0,6.09,208028313.0,25.297207,2.6007395,1
DUK,Duke Energy,Utilities,Electric Utilities,129.60000610351562,-0.5251394187885556,2.6188549273628103,9.661,1.7651522650037943,-2246500096.0,5062000128.0,6.51,779596217.0,19.907835,1.8852006,1
DD,DuPont,Materials,Specialty Chemicals,139.91000366210938,2.746835672826152,4.528398996422777,0.8959999999999999,13.899765074393107,-124750000.0,132000000.0,1.13,135019401.0,123.81416,1.3614426,1
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,398.5199890136719,9.819253698169057,15.005807057311628,20.844999,2.396200008482124,2646500096.0,3988999936.0,10.2,388300000.0,39.070587,7.8467355,3
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,114.83999633789062,17.857302250502247,5.611089418712568,42.875,34.67113933149635,1200375040.0,2007000064.0,4.33,444000000.0,26.52194,11.609381,1
ECL,Ecolab,Materials,Specialty Chemicals,283.3599853515625,6.404613111898951,10.239987820848382,22.427,5.831996319940759,1586424960.0,2105699968.0,7.4,281437502.0,38.29189,7.9716415,1
EIX,Edison International,Utilities,Electric Utilities,75.66000366210938,4.0543593326147285,2.0855806196034106,18.864,0.2549665356421969,-1134000000.0,3552999936.0,9.2,384793941.0,8.223913,1.6890279,1
EW,Edwards Lifesciences,Health Care,Health Care Equipment,94.37000274658205,16.233526184073728,3.9067473043987486,10.46,154.3194295450243,902137472.0,1075600000.0,1.85,575800000.0,51.01081,5.2723618,0
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,205.2100067138672,0.6093502074856422,1.3914671239864544,13.489999999999998,111.43968871595332,2219124992.0,887000000.0,3.51,250751484.0,58.46439,7.6062865,0
EME,Emcor,Industrials,Construction & Engineering,774.6599731445312,2.310872633492128,45.92133796920841,39.229,111.8906221002354,891520000.0,1337624064.0,29.75,44440278.0,26.03899,8.903524,3
